Station ID,Company Name,Location,Industry Domain,Preferred Branches,Stipend (UG),Stipend (PG),Facilities (Raw),Projects,Have Accommodation?
377,Centre for Artificial Intelligence & Robotics,Bengaluru,Mechanical,-,0,0,"SubsidizedLunch: -
Weekdays: 
StationFacilitiesId: 9924
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforGirls: 
CompanyId: 336
OnOffice: -
Medical: -
Travel: -
StationAddress: Centre for Artificial Intelligence and Robotics (CAIR)			
DRDO Complex
CV Raman Nagar
Bangalore 560 093
FieldTA: -
Stationary: -
Stipend: 0
StipendForPG: 0
ContactDetailsForGirls: 
StartTime:  9:00AM
TillTime:  5:00PM
Accomodation: -
FacultyId: 0
AccomAddressforBoys: 
Status: Active
ToOffice: -
FieldDA: -
OtherInfo: The scholarship is given to CSIR labs and students above 7 CGPA only
","Project: 0
Title: ----
Description: --
Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0

",No
6301,Centre for Development of Advanced Computing (C-DAC),Pune,Finance and Mgmt,"A3 , A7 , A8 , AA , B5 , C6",12000,0,Unavailable,,No
6465,Chambal Fertilizers & Chemicals Limited,Kota,Chemical,Any,0,0,Unavailable,,No
6310,Chara Technologies,Bengaluru ,Electronics  ,"A3 , A4 , A7 , A8 , AA , AB , C6",20000,0,Unavailable,,No
2837,Cisco Systems (India) Pvt. Ltd - Software Engineering,Bengaluru,IT,"A3 , A7 , A8 , AA , H103 , H112 , H124",76000,98000,"StipendForPG: 0
ContactDetailsForGirls: 
AccomAddressforBoys: 
AccomAddressforGirls: 
StartTime:  9:00AM
ToOffice: -
SubsidizedLunch: -
StationFacilitiesId: 9678
FacultyId: 811
RemarkforAccommodation: 
FieldDA: -
FieldTA: -
OtherInfo: Online PS work mode
Stipend: 70000
TillTime:  7:00PM
Accomodation: -
OnOffice: -
Medical: -
Stationary: -
Travel: -
Weekdays: Saturday , Sunday
CompanyId: 2560
StationAddress: SEZ Unit, Cessna Business Park, Kadubeesanahalli Village, Hobli, Sarjapur, Varthur Main Road, Marathahalli, Bengaluru, Karnataka 560087
Status: Active
ContactDetailsForBoys: 
","Project: 0
Title: Software Engineer - Application Software
Description: You will play a crucial role in driving next-gen software innovations including cloud, mobile, desktop or security spaces. You will build applications that make technology accessible to people on a variety of devices. Imagine, design, and create solutions to transform how we work, live, learn and play. Profile include working with Application Software in any of the domains among User Interface Development, Cloud application, Networking domain and Verification and testing frameworks, research.
Skills: Big Data , C++ , Data Analytics , Java , Python , Java/Python/Javascript/NodeJS , QoS and the TCP/IP stack. , Unix / Linux ,  Problem Solver, Self-starter  , Analytical and Problem solving skills , Discover patterns and trends , Excellent Communication skills , Knowledge Sharing & Collaboration Skills
Students Required: 7
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Software Engineer - Embedded and Systems Development
Description: You will play a crucial role in driving next-gen software innovations including cloud, mobile, desktop or security spaces. You will build applications that make technology accessible to people on a variety of devices. Imagine, design, and create solutions to transform how we work, live, learn and play. Profile include working with Application Software in one of the domains of System/kernal programming, Device driver design and Testing & Verification, Debugging, Research 
Skills: Device driver development , Java/Python/Javascript/NodeJS , Linux internals such as device drivers , Python, Java, C ,  Problem Solver, Self-starter  , Creative , EXCEL SKILLS , Strong Communication & Analytical Skills
Students Required: 3
Min CGPA: 0
Max CGPA: 0

",No
3953,Cisco Systems (India) Pvt. Ltd. - Hardware ,Bengaluru,Electronics  ,"A3 , AA , A8A8",76000,0,"TillTime:  7:00PM
FieldDA: -
Stationary: -
Stipend: 70000
StartTime:  9:00AM
ContactDetailsForGirls: 
CompanyId: 3667
Accomodation: -
ToOffice: -
Medical: -
FieldTA: -
StationFacilitiesId: 9677
FacultyId: 811
OtherInfo: Online PS work mode
AccomAddressforGirls: 
Status: Active
OnOffice: -
Travel: -
StationAddress: Cessna Business Park, Kadubeesanahalli Village, Varthur Hobli, Sarjapur - Marathahalli Outer ring road, Bangalore - 560087. Karnataka India
StipendForPG: 0
AccomAddressforBoys: 
SubsidizedLunch: -
Weekdays: Saturday , Sunday
RemarkforAccommodation: 
ContactDetailsForBoys: 
","Project: 0
Title: Hardware/ASIC Engineer
Description: Develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Intern&apos;s responsibilities vary by the function and project in which you will work. Available positions in the areas of: ASIC Design and Verification System/Board Design Circuit Board Layout Hardware Automation, Validation and Test Signal Integrity Power Design
Skills:  vlsi logic design , Hardware Automation Verification Power Design  , Physical Design of VLSI Circuits , VLSI Testing , Ability to multitask , Analytical and Problem solving skills , Excellent Communication skills , Self-starter , Sincere, team spirit and interest in research
Students Required: 6
Min CGPA: 0
Max CGPA: 0

",No
6442,Citrix,Bengaluru,IT,-,0,0,Unavailable,,No
3378,CL Educate Ltd.,New delhi,IT,H149,0,20000,Unavailable,,No
6464,Clarivate Analytics ,Bengaluru,Health Care,"H108 , H129 , H146 , H147",0,25000,Unavailable,,No
6414,CleverTap Private Limited,Mumbai,IT,"A3 , A7 , A8 , AA",91000,0,Unavailable,,No
6285,CloudFiles India Pvt. Ltd.,Bengaluru ,IT,Any,50000,0,"ContactDetailsForBoys: 
ContactDetailsForGirls: 
CompanyId: 5986
TillTime:  6:00PM
ToOffice: -
Weekdays: Saturday , Sunday
StationAddress: HSR layout, Bangalore - 560078
StationFacilitiesId: 9984
AccomAddressforGirls: 
StartTime: 10:00AM
Status: Active
OnOffice: -
Medical: -
StipendForPG: 0
AccomAddressforBoys: 
FieldTA: -
Stationary: -
SubsidizedLunch: -
Travel: -
FacultyId: 0
RemarkforAccommodation: 
Accomodation: Students to make their own arrangements
FieldDA: -
OtherInfo: -
Stipend: 50000
",,No
3258,Cohesity Storage Solutions India Pvt. Ltd.,Bengaluru,IT,A7,120000,0,"ContactDetailsForGirls: 
AccomAddressforBoys: 
OnOffice: -
ToOffice: -
StationFacilitiesId: 9496
Stipend: 120000
RemarkforAccommodation: 
ContactDetailsForBoys: 
Medical: -
Stationary: -
StipendForPG: 0
Accomodation: -
Travel: -
Status: Active
FieldTA: -
SubsidizedLunch: -
Weekdays: 
FacultyId: 0
AccomAddressforGirls: 
CompanyId: 2979
StartTime:  9:00AM
OtherInfo: -
TillTime:  5:00PM
FieldDA: -
StationAddress: Salarpuria Touchstone, A Wing, 3rd Floor,
Outer Ring Rd, Kadubeesanahalli,
Bengaluru - 560103
","Project: 0
Title: Multiple projects in Software development and testing
Description: Project domain (IT, Finance, etc.)	Product Software development
Skills: C or C++ or Python
Good communication skills written and verbal

Data Structure, Computer fundamentals

Skills:  - 
Students Required: 10
Min CGPA: 0
Max CGPA: 0

",No
6320,"CohnReznick Capital, LLC",Mumbai,Finance and Mgmt,"B3 , C7",46000,0,Unavailable,,No
6382,Collabera Technologies,Bengaluru ,IT,"A7 , A7A7",35000,0,Unavailable,,No
3912,Confluent India Pvt Ltd.,Bengaluru,IT,"A7 , C6",100000,0,Unavailable,"Project: 0
Title: Software Engineer, Intern
Description: As a Backend Software Engineer, intern you will work on
our suite of cloud and on-premise software running on
Apache Kafka, which powers hundreds of trillions of
events per day at top companies like Netflix, LinkedIn,
and Uber. If you love building cutting edge systems and
software that are mission critical to how enterprises work
with data, then you will fit right in.
Skills:  - 
Students Required: 12
Min CGPA: 0
Max CGPA: 0

",No
6343,ConnectedH,Gurugram ,IT,"A7 , C6",40000,0,Unavailable,,No
3430,Couture AI,Bengaluru,IT,A7,50000,0,"StartTime:  9:00AM
Status: Active
OnOffice: -
Medical: -
Stationary: -
OtherInfo: 0
StationFacilitiesId: 9804
StipendForPG: 0
CompanyId: 3147
Accomodation: -
FieldDA: -
Stipend: 50000
ContactDetailsForBoys: 
Travel: -
Weekdays: 
StationAddress: Couture AI office - Sargod Imperial, 93, Residency Rd, Ashok Nagar, Bengaluru, Karnataka 560025
FacultyId: 0
AccomAddressforGirls: 
AccomAddressforBoys: 
TillTime:  5:00PM
ToOffice: -
FieldTA: -
SubsidizedLunch: -
RemarkforAccommodation: 
ContactDetailsForGirls: 
","Project: 0
Title: Building Blocks/Components for Couture AI Development Platforms – Obelisk and Ra AI platform.
Description: Obelisk: Students are
expected to build stateof-
art Machine Learning
and Deep learning
models
Ra AI Platform: Students
are expected to work
with
Tensorflow/Kubeflow,
Spark and multiple
other AI tooling and
components.
Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0

",No
3824,Credit Suisse - Equity Research,Mumbai,Finance and Mgmt,Any,75000,75000,"AccomAddressforGirls: 
CompanyId: 3541
ToOffice: -
StationFacilitiesId: 9648
StipendForPG: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
Travel: -
Stipend: 75000
OnOffice: -
FieldDA: -
SubsidizedLunch: -
Weekdays: Sunday
OtherInfo: ---
RemarkforAccommodation: 
AccomAddressforBoys: 
TillTime:  5:00PM
Medical: -
FieldTA: -
Stationary: -
StationAddress: 
FacultyId: 0
StartTime:  9:00AM
Status: Active
Accomodation: -
","Project: 0
Title: Equity Research
Description: Your field of responsibility
? Your responsibilities include assistance in regards to Quantitative Analytics, Risk & Margin Analysis,
Collateral, Liquidity & Funding Management, Stock Lending, Trade Idea Generation, Structuring of Index
and ETF products for Hedge Funds, Portfolio Pricing and Generating Market Color & Client Reviews.
? You are expected to have strong analytical capabilities to perform deep dive analysis on various metrics.
? You are expected to take ownership of tasks, identify issues and follow-up with respective teams to
resolve the same within allocated timeframe.
Your future colleagues
Equities is a business unit within the Investment Banking Division. We provide traditional prime brokerage and
financing offerings across multiple asset-classes with value added services for our partner Hedge Fund Clients
including; business consultancy, capital services (raising/structuring), securities lending and clearing. Our aim is to
support the growth of our clients and deliver the full suite of products available across Credit Suisse.
Our Mumbai office is a front office hub which blends experience and informed insight to create solutions that are
grounded in a deep understanding of the unique needs and challenges faced by our clients & the business.
The team in Mumbai is an integral part of the business with bottom-line contribution and possesses expertise
spanning across key functions such as index management, trade-idea generation, risk & margin assessment,
client pricing, business analytics, balance sheet & liquidity management, client onboarding, order management,
controls etc.
The department values Diversity and Inclusion (D&I) and is committed to realizing the firm’s D&I ambition which is
an integral part of our global cultural values.
Your skills and experience
? Prior knowledge of Investment Banking, financial industry/products and market structure along with relevant
experience in MS Excel, VBA coding or Python will be preferred.
? You must have high level of attention to detail, strong communication skills, ability to multi-task and work
under-pressure.
? Evidence of proactive self-starter who achieves significant results & critical thinker with excellent problemsolving
skills
? A supportive and adaptable team member who can build strong relationships.
? Principled and committed to the highest standards of ethical behavior.
? A leader who engenders loyalty, assumes responsibility and mobilizes others.
? You understand the value of diversity in the workplace and is dedicated to fostering an inclusive culture in all
aspects of working life so that people from all backgrounds receive equal treatment, realize their full potential
and can bring their full, authentic selves to work.

Skills:  - 
Students Required: 3
Min CGPA: 0
Max CGPA: 0

",No
2855,Credit Suisse - Finance Change,Pune,Finance and Mgmt,Any,75000,75000,"ToOffice: -
Medical: -
RemarkforAccommodation: 
Accomodation: -
Status: Active
OnOffice: -
FieldDA: -
Stationary: -
Travel: -
Weekdays: Sunday
Stipend: 75000
StartTime:  9:00AM
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
TillTime:  5:00PM
FieldTA: -
StationAddress: HIXP 91 Citypark, Central Business Avenue | 400 076 Mumbai | India
FacultyId: 0
StipendForPG: 0
CompanyId: 2578
SubsidizedLunch: -
OtherInfo: ---
StationFacilitiesId: 9650
AccomAddressforGirls: 
","Project: 0
Title: Finance Change (Business Analysis Capabilities)
Description: Job Description
• Role is to work along with the Finance Change team, whose mandate is to perform business related tasks for
Credit Suisse CFO division to implement Process & Technology oriented strategic change initiatives
• It’s an opportunity to get the exposure around Business analysis skills as part of change management
with the primary focus on Capturing Business Requirements, Translating them into requirements for
technology and for testing
• The intern will work closely with Pune change team to support testing & implementation activities
including planning, execution, defect management, release management and post implementation activities.
• The internship will help learn many aspects related to project & change management. It will help understand
key finance functional areas primarily around Group Finance, liquidity and capital reporting, product control
and front to back strategic finance infrastructure implementation..
• The intern will have an opportunity to interact and work with different stakeholders across - from the IT
division, users from various finance functions and other change partners.

Responsibilities -
• To be familiar with CS standardized project delivery life cycle and testing processes
• Collaborate and support FC Pune team during project execution phase (primary focus on functional Testing
and UAT)
• Perform assigned tasks (e.g. understanding of business & functional requirements, defining test case and
scenarios, help in managing test cases in HP ALM, execute test cases to validate the build etc.)
• Communicates clearly within the team and owns the tasks assigned
• Identify, escalate and manage risks and issues as appropriate to the lead
• Understand variety of software delivery methodologies i.e. waterfall, agile etc
Interested candidates must be able to demonstrate the following qualifications and competencies:
• Strong analytical skills
• Good communicator (Writing, listening & playing back, presenting)
• A team player with strong attention to detail
• Ability to take ownership of tasks and issues and seeing them through to completion within allotted timeframes
• Ability to become familiar with multiple IT systems and business processes
• Desktop applications skills such as MS Excel, MS Powerpoint, MS Project, MS Visio an advantage
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

",No
3450,Credit Suisse - Global Market Risk Management,Mumbai,Finance and Mgmt,Any,75000,75000,"Stationary: -
Travel: -
StationAddress: ----
ContactDetailsForBoys: 
AccomAddressforBoys: 
Accomodation: -
OnOffice: -
Medical: -
SubsidizedLunch: -
OtherInfo: --
StipendForPG: 0
CompanyId: 3167
StartTime:  9:00AM
TillTime:  5:00PM
FieldTA: -
Stipend: 75000
FacultyId: 0
RemarkforAccommodation: 
ToOffice: -
FieldDA: -
StationFacilitiesId: 9643
ContactDetailsForGirls: 
AccomAddressforGirls: 
Status: Active
Weekdays: Sunday
","Project: 0
Title: 1. GMRM Non Quant
Description: Book of Work
Support Market risk management activities for various financial products Fx, Rates, Commodities, Credit, Securitized
products, Equity derivatives, Prime,/Cash/SMG, Emerging markets etc
• Timely and accurate risk capture, analysis, validation and sign off
• Periodic analysis of risk moves, P&L and producing related MI
• Cluster specific risk scenario development, production, analysis and validation
• Back-testing exceptions analysis
• Risk not in VaR (RNIVs) calculation, analysis and reporting
• Pre-trade risk analysis
• Limits monitoring including intra day limits
• Scenarios/sensitivity analysis and validation for regulators (ICAAP, FDSF, BFI etc.) and other internal CS market
risk scenarios (CARMC, SFTQ etc.)
Support GMRM Projects ; Support timely delivery of various regulatory (FRTB program) and internal risk methodology projects
for MLRM (including RNIVs to VaR migration, new risk types not captured in the market risk systems)
Support activities related to Legal entity regulatory and risk governance framework
Non Quant Requirement
• Financial Products Knowledge: for various products/clusters including Fx, Rates, Commodities, Credit,
Securitized products, Equity derivatives,
• Good understanding of linear and non-linear products like Futures, Option, Swaption, IRS, Bond, CDS etc.
Understanding of Option Greeks and its underlying dynamics.
Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0

",No
6098,Credit Suisse - Group Operations,Pune,Finance and Mgmt,Any,75000,75000,"AccomAddressforBoys: 
AccomAddressforGirls: 
CompanyId: 5799
Stipend: 75000
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
ContactDetailsForGirls: 
OtherInfo: -
OnOffice: -
Medical: -
Stationary: -
SubsidizedLunch: -
StationAddress: 
Travel: -
StationFacilitiesId: 9647
FacultyId: 0
StartTime:  9:00AM
Accomodation: -
FieldTA: -
TillTime:  5:00PM
ToOffice: -
Weekdays: Sunday
Status: Active
FieldDA: -
","Project: 0
Title: Group Operations
Description: Your program’s highlights
The Non Financial Risk Full-Time internship Program in Mumbai provides candidates with the foundation to build your career. It begins with a thorough training period where all analysts learn the skills they need in their roles. The program offers a robust learning experience through on-the-desk training and professional development. In addition, you can participate firm-wide events that help you build your network and get to know all the areas of our bank.
Your field of responsibility
You will work in close partnership and support the global NFR team and can learn in one or more areas of:
? Independent assessment of controls for various businesses within the bank.
? Analysis of various NFR risk components (Incidents, Metrics, Controls, etc.).
? Methodology development, calibration and monitoring of Risk Appetite.
? Identification of Risks via the Key Risk and RCSA consolidation process.
? Deep-dives on various risk themes identified.
? Global Read-across of risk themes across similar areas in the bank and related reporting.
? Stakeholder management with global counter-parts.
? Design and development of Tools and applications in NFRM space.
? Analytics and Reporting on key topics for reporting to senior management and governance forums.
Your qualifications and skills
? To be eligible for this opportunity, you should be in your senior year at a four-year college or university. We are looking for a broad range of skills and experience, including:
? Strong leadership and interpersonal skills
? A proven ability to think critically
? Evidence of a strong work ethic and dedication to achieving results
? Strong proficiency in Excel, Word & PowerPoint
? The ability to communicate your ideas articulately and writing skills
? Structured thought process with high attention to detail
? A positive outlook and willingness to work as part of a team
? Understands the value of diversity in the workplace and is dedicated to fostering an inclusive culture in all aspects of working life so that people from all backgrounds receive equal treatment, realize their full potential and can bring their full, authentic selves to work.
Skills:  - 
Students Required: 7
Min CGPA: 0
Max CGPA: 0

",No
3997,Credit Suisse - Non-Financial Risk Management,Mumbai,Finance and Mgmt,H149,0,75000,"ContactDetailsForBoys: 
AccomAddressforBoys: 
AccomAddressforGirls: 
OnOffice: -
ToOffice: -
FieldTA: -
Stipend: 75000
FacultyId: 0
SubsidizedLunch: -
Medical: -
Travel: -
StationAddress: Credit Suisse - Non-Financial Risk Management, Mumbai
RemarkforAccommodation: 
Accomodation: -
FieldDA: -
Weekdays: Sunday
OtherInfo: ----
TillTime:  5:00PM
Status: Active
ContactDetailsForGirls: 
CompanyId: 3711
StartTime:  9:00AM
Stationary: -
StationFacilitiesId: 9649
StipendForPG: 0
","Project: 0
Title: Non-Financial Risk Management
Description: WE OFFER
The successful candidate will be joining the Non-Financial Risk Management (NFRM) team as an intern in Mumbai. NFRM team
in Mumbai focus on delivery of operational and compliance risk mandate with emphasis in areas of Controls testing,
Technology Cyber and Third Party Risk, Information and Reporting for Senior Management, Risk Reviews, Risk and Control self
assessment (RCSA), Risk Identificaiotn and Capital, Data & Analysis.
Successful canditates will support and learn in areas of:
• Independent assessment of controls for various businesses within the bank.
• Analysis of various NFRM risk components (Incidents, Metrics, Conrols, etc.).
• Identificaiton of Risks via the Top Risk and RCSA consolidation process.
• Deep-dives on various risk themes identified.
• Read-across of risk themes across similar areas across the banks and reporting.
• Stakeholder management with global counter-parts
• Evolution of Tools and applications in NFRM space
• Analytics and Reporting and preparation of presentation materials on key topics for senior management and
governance forums
YOU OFFER
• Ability and willingness to learn
• Strong proficiency in Excel, Word & PowerPoint
• Good communication and writing skills
• Structured thought process with high attention to detail
Skills:  - 
Students Required: 4
Min CGPA: 0
Max CGPA: 0

",No
2852,Credit Suisse - Prime Services,Mumbai,Finance and Mgmt,AnyB3,75000,75000,Unavailable,,No
3018,Credit Suisse - Product Control,Pune,Finance and Mgmt,Any,75000,75000,Unavailable,,No
5167,Credit Suisse - Quantitative Analysis & Technology,Mumbai,Finance and Mgmt,AnyB3,75000,0,"FieldTA: -
Stipend: 75000
AccomAddressforGirls: 
CompanyId: 4870
TillTime:  5:00PM
Status: Active
Accomodation: -
StationAddress: -
OtherInfo: --
StationFacilitiesId: 9646
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
OnOffice: -
Travel: -
ContactDetailsForGirls: 
ToOffice: -
FieldDA: -
Medical: -
SubsidizedLunch: -
Weekdays: Sunday
FacultyId: 0
AccomAddressforBoys: 
StartTime:  9:00AM
Stationary: -
","Project: 0
Title: Quantitative Analysis & Technology
Description: The Risk division (CRO) is a strategic and dynamic partner for Credit Suisse businesses. We are responsible for
modelling, measuring, monitoring and managing risks across multiple dimensions including credit, market,
operational, reputational and liquidity. The Risk division acts as the guardian of the bank&apos;s risk appetite, and provides
effective and independent risk oversight. For our employees we provide a collaborative and meritocratic environment
with direct contact with senior management, and encourage leadership at all levels.
To build up and grow our risk quant teams in Mumbai, we are offering role in:
- Model Development: Development and maintenance of comprehensive and consistent risk models for
credit risk, market risk, liquidity risk, enterprise risk and stress testing areas, meeting both internal
management and regulatory requirements

Role Description:
Develop models, ensuring theoretical soundness by employing advanced mathematical and statistical
techniques
Demonstrate independence in testing design and execution, results interpretation and presentation, and
production of robust documentation
Collaborate with colleagues across the globe, and will regularly engage with stakeholders such as business,
senior management and regulators
Play a role in the documentation and review of risk capture, sensitivities and data assets used in model
Proactively seek solutions to improve material parts of the model; review and improve components; identify
the relevant sources of risk and assess their capture
Ensure that models are adequately documented for both internal and external (e.g. regulatory) purposes
Assist in preparing presentations for senior management covering change impacts, methodology features
and capital implications.

You offer :
Credit Suisse is noted for the diversity of its employees, but seeks colleagues with a common set of abilities – highly
motivated and creative individuals who have demonstrated academic achievement, and have the ability to work
independently and as a member of a team. We’ll be looking at your potential, your ability, your academic background
and your extracurricular activities.
Quantitative, mathematics, statistics plus financial products: The candidate has an understanding of financial
mathematics/statistics and application to risk modeling.

Good understanding of financial and derivative products, and risk modelling. Strong foundation in Probability
and Statistics.
Excellent analytical and problem solving skills, and knowledge of risk management concepts and techniques
such as PD/LGD, VaR, Stressed VaR, regression and time series modelling.
Proficiency in programming language such as C++, R, Python, Matlab.
Good MS Excel/ Access/SQL and VBA knowledge.
Strong presentation skills; able to document and communicate complex topics to a diverse range of
audiences.
Willingness to question and challenge the status quo and ability to provide alternative approaches.
Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0

",No
2854,"Credit Suisse - Risk & Finance Data Analytics, Reporting",Pune,Finance and Mgmt,"A1 , A2 , A3 , A4 , A5 , A7 , A8 , AA , AB , B1 , B2 , B3 , B4 , B5 , H149",75000,75000,"StationFacilitiesId: 9651
FacultyId: 0
AccomAddressforBoys: 
OnOffice: -
ToOffice: -
Medical: -
StipendForPG: 0
ContactDetailsForGirls: 
CompanyId: 2577
StartTime:  9:00AM
Accomodation: -
OtherInfo: ----
ContactDetailsForBoys: 
Status: Active
FieldTA: -
Stationary: -
SubsidizedLunch: -
Weekdays: Sunday
StationAddress: SEZ Eon IT Park Kharadi - 411076
Stipend: 75000
RemarkforAccommodation: 
AccomAddressforGirls: 
TillTime:  5:00PM
FieldDA: -
Travel: -
","Project: 0
Title: Risk & Finance Data Analytics, Reporting
Description: The RFDAR function organization is responsible for the data and production elements of capital reporting deliverables, accountable for the accuracy and timeliness of inputs provided for reporting purposes.
The EMA (Exposure Moves Analysis) team is part of RFDAR with a current strength of 78. The key functions are
• Exposure Queries Analysis - conduct the root cause analysis of queries raised by stakeholders – all users
of Credit/Capital Risk Exposure – to support the validation of exposure from methodology and data flow
standpoints and strategic remediation of gaps, if any.
• Exposure Moves Analysis (EMA) - validate credit risk exposure variances for daily, Weekly and monthly
and adjusts exposure for regulatory RWA computation and Capital, Leverage & ICAAP reporting to PRA,
FINMA and Fed.
• Scenario Exposure Analysis (SEA) function involves analysing counterparty Credit Scenario exposure moves
on a monthly basis, providing commentary on valid moves & adjusting any incorrect strategically calculated
exposure for submission to Financial Accounting (FA) group for both FINMA & PRA B3 reporting. Apart from
this, the analysis on Scenarios RWA is used to determine the Credit Suisse’s capital requirements in
stress situations.
• The potential exposure moves analysis team is aimed to validate & explain exposure moves and breaches on
daily /monthly basis and provide trend report, commentary & indicative adjustments to exposures to credit
risk managers and Credit risk reporting.

MAIN DUTIES/RESPONSIBILITIES OF THE ROLE:
As part of the CR - EMA team members will be responsible for the below:
• To validate credit risk exposure calculation at a portfolio level across various business lines like Prime
Brokerage, ETFO, OTC Derivatives, FX, Repo, SLB, from a system, business and methodologies perspective
• To validate end-to-end data flow and functioning logic of our proprietary Credit Risk Management tool
• To be able to re-compute credit risk exposures time to time as required
• Analysis of Potential Exposure/Expected Positive Exposure of traded products and provide qualitative
commentary for day on day , Week on Week and Month on Month exposure moves.
• Demonstrate Ownership of Potential Exposure & Expected Exposure outputs by analysing the same for Default
Risk RWA, CVA RWA and ICAAP reporting perspective
• Providing subject matter expertise and analytics support to Finance and CVA team regarding risk and regulatory topics or initiatives
• Expert in able to judge impact Exposure Treatment by changing the exposure calculation method, for Eg. IMM to Shortcut, Shortcut to Standardized method.
• Develop practical solutions to regulatory requirements for Capital-related reporting
• Identify and facilitate resolution of issues leading to anomalous Exposure values and calculation of indicative exposures by using advanced simulation tools and models for factor based, sensitivity based (Historical simulation) and Monte Carlo (Taylor series approximation and/or Partial revaluation) risk calculators
• Interaction with various stake holders like - Credit Analytics, Capital Reporting, Credit Risk Reporting, Credit Risk managers, data suppliers and process teams responsible for key data sources and processing
• Good understanding of Basel3 regulations along with Margining, Wrong way risk, CCP default waterfall, Treatment of Re-securitised collateral, Shortcut Exposure Method , IOSCO, Capital Buffers under Dodd Frank Act, Leverage ratio in counterparty credit risk space is a must.
TECHNICAL/BUSINESS SKILLS & KNOWLEDGE:
Essential
• SQL Knowledge and Strong analytical skills to identify the scope of issues and ability to provide appropriate solutions
• Good knowledge of financial products across various asset classes
• Sound understanding of life cycle of a trade and risk management concepts
• Ability to work with large volumes of data using spread sheet and Database Query tools (MS Excel and Access)
Knowledge of regulatory risk topics such as RWA, EPE & EE from Basel 3 regulations perspective
• Good understanding of Basel3 regulations along with Margining, Wrong way risk, CCP default waterfall, Treatment of Re-securitised collateral, Shortcut Exposure Method, IOSCO, Capital Buffers, Leverage ratio in counterparty credit risk space is a must.
• Knowledge of Leverage ratio, IOSCO, SACCR, Standardized approach, Short cut approach
• Knowledge of Impact of sensitivities change on derivatives portfolio valuation
• Experience of working with the output of finance and risk systems
• Driven and strong personality able to move forward both existing processes as well as the related projects in parallel to each other
• Communication skills at all levels including ability to interact successfully with stakeholders outside team

Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0

",No
